title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCPIQxwlXnKj2fV2VSqfnGtKzM9zuxURJRn6wVESOxVH4yUtwD5TsuVcemgS1629ar8jFZ2mxWzKshcm-6A80Dne_3FwGUJuwo5D1pNYg045kTYHxikfES8HN2ksnPwJtzpblH72LpTlB6GZBAZxIhehX3QAnmHoV0ozTGV2P5ToC5EEMXOlgRG6bYfkzB8Lw2eHTK-PCeyj_zeX1MblZ-WoHFEqB9sxbt36Q8m7LXd5GaRBTEkotRlhv2egF2DSpQ5a06wl2-XL9iFy6MLGAS4CwhW9QXNOomEk3xB3_zy2Q6eOrYH-N_PrmkBXjURwSjytFFtksK1S1uoZF_pDMFuib2p_EehITFq7mkbNawivMoIvl0R-DrIVWw-3TunSplp9JtkimU9An24g2z6G0f3MaVhsEXeFPMciBNAs43uKDkKlw7vCpXunRPYO9aJBNDh0NhsiMCbVKC6EvE71H08gJmWzHImdDScbCy_89xJM-fqPWjLXxZODgbVZip8HezL8rgYMXfxOx7upU_SUPdQd1I29nHDnykPpsm7e95daS9Gm09Wvc-ALO_F1WdwcdRQZFSVRWTp9nu2JQQbEIqx_wVk_L8KKS6px1IaHCR-c_nU8vFjURWHY_SzcgpIL6CearPIflwPEKBvVedA-hRLJ49zW-DiLI3hpqb_WUl9fjTwQjP8TZuw7zwCH0rHQLVth9nD0Olq7CGyHbSYvnOQorzCcbgFqMKHPKiBzXHHR8musC56XqdkTHSCoFeSbZD3UHwT2WFNhLuEmdBgY084OJyH9bIbhtVmsRCUx5nnyGAOxleAzx0zTqwjrCiD_dLtiSyl43Y_gX5t9-k_32lIZAN3brv0Y8PyZnqTMaVCr1snMoURN1AXR3soNnLXkuBrl__vDxk4jCN3Y9zuIVWSD7v3wrkhKu0tWjs5Zvqyn_IkcGd-ZFkXoucTk6sjbLcFklN2CNxC8XIN24WK3w-gxWiYS5B0SJruxF71As0HIbmMwEIJDs1UT5vdMW20AOFh1zprN_hU__uGMaO3GtNf3&xkcb=SoC2-_M3Lj7JIHRGkJ0BbzkdCdPP&p=10&fvj=0&vjs=3
Data Engineer,Data Engineer,qtech,"Mumbai, Maharashtra","Experience with integration of data from multiple data sources.
Analyze and organize raw data.
Build data systems and pipelines.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=72c736b18c03f5aa&fccid=71994813ad1df516&vjs=3
Senior Data Engineer,Data Engineer,Albanero Dev Private Limited,"Hyderabad, Telangana","Strong understanding of data management concepts, including data governance, data quality, and data integration.
Relevant experience required: *5+ Years.",EmployerActive 11 days ago,"₹20,00,000 - ₹35,00,000 a year",2023-08-30,https://in.indeed.com/company/Albanero-Dev-Private-Limited/jobs/Data-Engineer-0cbad0e6121bab23?fccid=4ca35fd89f8694c3&vjs=3
Data Scientist,Data Engineer,RamSoft,"Remote in Bengaluru, Karnataka","Experience creating efficient data pipeline.
Experience performing complex data transformations.
Experience with data quality monitoring and anomaly detection.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c5c67d51e663dd14&fccid=23d8a7bce610c3ae&vjs=3
DA&I ANALYTICS ENGINEER,Data Engineer,Rockwell Automation,"Pune, Maharashtra","Familiarity with business concepts and data story telling.
Leverages containerization models and works with other engineers and architects to keep the…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d98e05889f84bb48&fccid=a4b7e90c6a891db3&vjs=3
Data Engineer - Talend Snowflakes,Data Engineer,NEC Software Solutions (India),"Mumbai, Maharashtra","Work with Talend jobs that Integrate AWS S3 data files.
Thoroughly test ETL pipelines and data enrichments for accuracy and performance.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5fb99e68051a4494&fccid=c66f46928c41e596&vjs=3
Data Engineer,Data Engineer,Serendipity Corporate Services,"Pune, Maharashtra"," Develop automated data quality check to make sure right data enters the platform and.
 Data ingestion from different data sources which exposes data using…",PostedPosted 30+ days ago,"Up to ₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/Serendipity-Corporate-Services/jobs/Data-Engineer-bb9cd836b59e2d45?fccid=33b7955d113d73b9&vjs=3
DATA ENGINEER,Data Engineer,Capgemini,"Bengaluru, Karnataka","Experience with at least one end-to-end streaming real-time or near real-time project implementation ?
Very good hands-on coding experience with AWS Lambda…",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d495cb08f607f18a&fccid=105ecfd0283f415f&vjs=3
Data Extraction Engineer,Data Engineer,Resilinc,"Pune, Maharashtra",Work closely with the data engineering and data science teams to integrate the extracted data into our systems and assist with data analysis projects.,PostedPosted 20 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e4e0d4c5747b853b&fccid=1811e1972e757311&vjs=3
Data Engineer,Data Engineer,NovoTree Minds Consulting,"Bengaluru, Karnataka",Build and maintain data pipelines to support large scale data management in alignment with data strategy and data processing standards.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=174ba77dfd07b40d&fccid=a4ce409768224727&vjs=3
Senior Data Engineer,Data Engineer,kiash solutions LLP,"Chennai, Tamil Nadu",""" * Minimum 7 years of Overall Development Experience and at least 4+ years on SQL coding and 2+ years on Python.
Should have mandatory experience with Python.",EmployerActive 2 days ago,"Up to ₹26,00,000 a year",2023-08-30,https://in.indeed.com/company/Kiash-Solutions-llp/jobs/Data-Engineer-3087e9facc2573d4?fccid=fd4e71920ddd8b94&vjs=3
Azure Data Engineer,Data Engineer,Xyenta,"Hyderabad, Telangana","You will be involved in building an enterprise class cloud data warehouse (or lake house), using most modern technologies data tools.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c64123abd088e1f3&fccid=bec28122a635d03f&vjs=3
Data Engineer,Data Engineer,CGI,"Bengaluru, Karnataka","Analyze and organize raw data.
Build data systems and pipelines.
Identify opportunities for data acquisition.
Collaborate with data scientists and architects on…",PostedPosted 27 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c4a7b3e0c268f7c7&fccid=43a69183767d4301&vjs=3
Product Data Engineer,Data Engineer,Maybank,"Bengaluru, Karnataka","Experience in data modelling and data query tools like Hive, SparkSQL and ANSI SQL.
Development and implementation of group data warehouse.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f4404a4cc91787cc&fccid=857a94c1e0fd1013&vjs=3
Data Engineer,Data Engineer,IntegriChain,"Pune, Maharashtra","Knowledge in building AWS data pipelines using python, S3 data lake(nice to have).
4-6 years of experience building data pipelines and using ETL tools(Must-have…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7daa1e1f8d80cb27&fccid=698630bfb24a65a2&vjs=3
Senior Data Engineer (REMOTE),Data Engineer,"Datalogics, Inc.","Remote in Mumbai, Maharashtra","Work with stakeholders to understand their data needs and help them access and analyze data.
Design, build, and maintain our data infrastructure, including data…",EmployerActive 7 days ago,?,2023-08-30,"https://in.indeed.com/company/Datalogics,-Inc./jobs/Data-Engineer-ae36d353ee0b6747?fccid=2c5c9cda456877dc&vjs=3"
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCOrz_cewSVTdMRAwEPuuvPSASTfhiRSdfH4bE_Rxq-ZC6K2J3uPGuYKuWShhs8wJ_4d8Ebe_Pbdp7PG9CJH4Kn5o_kQN0FiuXdEC8PnKzFPbizG5UuMtgsUxW8KQvCUeE-lysXL9igh7HLP3rB8jFOy4QV_4xlZvKTSeFD4b0wjq58VELrwLJLdPuQvf6x81nzVKZXAj3SSEU4nJuzec26EtKnrVS9W1-L12tnjL9y9hXa2rINaT9s87NHINhcud0H-dhjipymVQcuNqDowahXBg8JWhsuXqL8AbQad06Q_q0XMnivB2UC2q4kXcgxn93PhqtVX14wsX4eQZXH4Qdyjxa_9W4aDzYc1IfoVgxB9OfyWWHCxJI4e6QRlbmuoAnKRrMzE0MLmkXCxJWOErULi2rzDVgLTHzy5GDO53gD851cMRIUmQi391S0p2AfKDkBOj--XdvGW7YWXgpkrMF5WwlXVZ2ZyyKfQ-viHKFN-KATVyN_X10v61nlWp1n-k7Z94KKk4dp_LEq1zOamfGQnhhyKt4ZEjNGdrRK_jHbR7J0FmUgJkZf1747vfOG8OekK_L-y09nq7-yU6G-yHqe0VQLW2ZPN4MTu9t6yPfaXQuFcnPT4OjaRG-FkVuiZoNdn5WVBLURh-x1_GMNlv1zonqBxJolcbm0_4nJMNl889Tm3m0sX29rH0o1_H1fTxtSRntcP8YzSjNO9WsVtKN832Enx0xkb-WL0e1lax4VY7_E2ugV576jJrhWdSIi8Qfvp5r47JjpR7XP35cY1SerJZlWWnFoUkRK_F_EoW3fwfeiU7aKTUIC7z9AlEuQIY6pYyX7X7w3NRodR_q67Pc3Pu87soaif_5gIUhvkH4TGaeNYnqiAtpn6mmxl5jTzRP3F3y3eacYJh-nJOcdOU_p0Tbhud3o54FAMTE_Zkd_OYuM271gBzGNDtcWpHNudK_wNyKnQkrhb9peFWFkRz8isJRL0Gl8k19tDaVXFeEDBzUXCCH3hY3XfeHJWdmrQNYSRvuvoyiIK23_LF_o35-zi&xkcb=SoBX-_M3Lj7HyORGkJ0FbzkdCdPP&p=14&fvj=0&vjs=3
Consultant - Data Engineer,Data Engineer,Tredence,India,"Experience in collaborating with business stakeholders to identify and meet data requirements • Experience in using Azure services and tools to ingest, egress,…",PostedPosted 25 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=79db7482088fbe50&fccid=d09878b895240545&vjs=3
Data Scraping Engineer (Intern),Data Engineer,Stylumia Intelligence Technology,"Bengaluru, Karnataka","Collaborate with the data team to understand data requirements and implement effective scraping.
Conduct data quality assessments to ensure the accuracy and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ef44757943b80bc9&fccid=15f728ac2ca54b2e&vjs=3
"Data Engineer (Databricks, Azure, Pyspark / Python, SQL skills)",Data Engineer,Exavalu,Remote in India,Databricks which means either strong Databricks profiles or people with strong Pyspark / Python + SQL skills will be best.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b7df1668a6817b72&fccid=4970202d34608617&vjs=3
Data Engineer,Data Engineer,Fisker Inc,"Hyderabad, Telangana","Design, build and launch efficient and reliable data pipelines to best utilize connected vehicle data for real-time systems and within data warehouses.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0bdcad761daf804b&fccid=38c354bb9b09f488&vjs=3
Backend Engineer (Gurgaon),Data Engineer,Tealfeed,"Gurgaon, Haryana","Good understanding of system designs, data modelling and low latency systems.
We have recently launched several features such as newsletters, 1:1 connect…",PostedPosted 21 days ago,"₹12,00,000 - ₹18,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=e7ada3ad5ec99c97&fccid=318044dbb8281914&vjs=3
SnowFlake Data Engineer,Data Engineer,Pyramid Global Technologies,"Mohali, Punjab","Experience in data modeling - logical and physical.
Design and Implement cloud data platform and cloud related architectures.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=54c294f5e78cd8ec&fccid=00d4d1f9ab402961&vjs=3
Software Engineer (Data),Data Engineer,SwissBorg,Remote,"Expertise in modern data storage and data processing tools and techniques.
Experience with RDBMs, data warehouses, cloud-based data processing architectures.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=790a56095d754ef3&fccid=23f70fd35fc98264&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCOyBIPVKb_Ygc0_8J6LifselmrSpBEVY9BMF8yRKLBmFhdkk5L_c0E_zxLn45iY5t49cSa87hxP_9BtdeT-n9tv3YlvUW6LuJEghlX66QhPXTuLYZiKjHuewznH5qGGBDw-fTpNRPO3mXO1XQwNPH0VuBCGq1RSnkpg-sHm3plkLQ4Uj1TRpr6t2vOzIQ-0qnLG-7tfS-_yDoAtL7vSz6NUahtksBF_8L46bgFn85JIbpd6XZ3DXoXHrICeV9knLwhe1xSMqRTEXBxBaes9SywWqeJUd95tfeLWikTUezzR5WLPzZrPp8g101FTdZK56WANe-xOrpwebct6INFYpYGARo3vCXTlhkjYRg3iFeB1hpT8M_XwncyYK7T2-iMTA9Wr7uFmgSuInXui3O0B0jOcqP_ePkiHHVfFQJaGKjpG_5sYo_HvTbgC4Ju1CFX1hWjJy586ivGDMebM-_Ma6yldZhT7spgF0bAohIEQwxhio50qkVBjffJQWUhAiJ6wwwOybXKAy_GK58ap7PWgT65eHl2aODAqE_wFg8cLoDl9D3cv8sNcXF4oe7b7iIcmlh-r2C1Ef6kXhMnFAIn4byw9TZJshYh6FV5YwpoAMX0PAKGwNPkXusufEJgzND23aZuXTKNcUXkk0wocM68evolp_ZWoHXb4PtiwSJYjvMxl7anXcQQJxnSRQ3ZimScYYA694PVrOmB3aJjkMgKN7gdra-0g1qm0mSKgNYIY-5bCnzWXpPGiPtip0_lt9gmDlRLg6sZ5tO4lK3nSp4dn65KWr-tTkx43-5H9JUW5tGbUvZ10EXzlJbTU37I1BYLea0U0ScACRtUdWhWRP-2n6esQIrjYSoRbWeDJulK17iqZjow6YY0mIBzhnD34foomSrvJvP0PxlV1j30RM6_PMp6Mm_BD_u3uBGDQc9uBjkwAV6m-wOKp1CUOmFzmDMFeFM5n__t79IwJD3wGMQdOSehusw2nCZAhmtPaZSD5UnaitKqI-t6YIdbu_1GrfbhYzOPU59pfyUkFeflYBdwmeQ5S&xkcb=SoBr-_M3Lj7G9aQFph0GbzkdCdPP&p=12&fvj=0&vjs=3
Data Engineering_Engineer,Data Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Education: Masters/Bachelors in Computer Science, Electrical / Electronics or Equivalent engineering –.
Excellent Programming skills in Python & JavaSript.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=61d9e4c435be52ae&fccid=9ab138c02aaca829&vjs=3
Data Engineer,Data Engineer,Adroit Vantage,"Bengaluru, Karnataka","Build scalable solutions to minimize turn around for new data feeds.
Consolidate big-data, structure and normalize for portfolio performance & analytics.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9bcc359a43437ff3&fccid=bee8462822a6e735&vjs=3
Cloud Data Engineer (Job Code - KE2),Data Engineer,Credit Saison,"Bengaluru, Karnataka","Create Infrastructure that will be handling and processing TB's of data every day.
Unifying data structures across multiple internal built systems to ensure…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=47625437f65ed970&fccid=b0fbdd288169cca3&vjs=3
Data Engineer,Data Engineer,Priceline.com,"Hybrid remote in Mumbai, Maharashtra","Experience in data modeling and ETL.
Contribute to the fintech product engineering team through data.
Diagnose and solve any issues within data infrastructure…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=603dc8d80138060b&fccid=e3c82d82eecba317&vjs=3
Artificial Intelligence Engineer,Data Engineer,True Data Software,"Remote in Pune, Maharashtra","Work with other machine learning engineers, data engineers, and AI engineers to develop machine learning models.
Perform statistical analysis on big data sets.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=816ce42c5f569afb&fccid=905889db10428b23&vjs=3
Data Engineer,Data Engineer,Clustrex,"Chennai, Tamil Nadu","BE Computer Science/IT/ECE with solid Python, NumPy, Pandas, Postgresql/MySQL, AWS, Docker, GIT, Javascript, Tableau, Extract Transform and Load, DBT Must be…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cfe94d36a4ebf619&fccid=c6d5bb7e186731a9&vjs=3
Senior Data Engineer,Data Engineer,Apollo.io,Remote,"As a data engineer, you will be responsible for maintaining and operating the data warehouse and connecting in Apollo's data sources.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d8c2510f1504b804&fccid=3c23afd52cd89050&vjs=3
Dev Ops Engineer,Data Engineer,DronaHQ,Remote,"Ability to install and configure software, gather test-stage data, and perform de-bugging.
The role will work closely with architects, software engineers and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0760c66e632a6349&fccid=489320e1a14938f0&vjs=3
Data Engineer,Data Engineer,Great Data Solutions India P Ltd,"Remote in Hyderabad, Telangana","Data engineers also need to guarantee compliance with data governance and data.
In particular, the data engineer will work in close relationship with data…",EmployerActive 21 days ago,"₹5,40,139 - ₹18,89,001 a year",2023-08-30,https://in.indeed.com/company/great-data-solutions-india/jobs/Data-Engineer-fe3183530eec5101?fccid=af236db9d83f1b3f&vjs=3
Sr. Data Engineer,Data Engineer,Fallyn Technology Pvt Ltd,"Hyderabad, Telangana","Should have 4-6 years experience.
Should be good in database and ETL concepts.
Should be good in writing SQL queries.
Total work: 1 year (Preferred).",EmployerActive 5 days ago,"₹8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Fallyn-Technology-Pvt-Ltd/jobs/Data-Engineer-67047d12d6383158?fccid=381be7c8e95edaa2&vjs=3
Netwitness-User Interface Senior Engineer,Data Engineer,RSA,"Bengaluru, Karnataka","Translates data into usable design solutions and leverages results to spark focused design efforts.
Performs a variety of data analysis techniques to surface…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BdeCH3wzlYpD364Be5JbcCJKJ8S-TlvC_iwEgvLx09tToZUFABJK1kWK7izg9M0254h-_qK_34saPI-ydNrJgrML9N5qhArpduhlaDZsLKxQFErgULM6iHlTGOrAKtKVLslKoPToEUZKgDTp5MXc4oaspjaIjzCCOaqxZFaR0sLwdSO73DXS4MkERUZSDk4spXUCUWjmQs9i1ufmY0WuSm6JEGw7h6VEReqpRSUbCyUh53p1WdJNiUjJiRcHad2FcvwP_7PN5_f087_5Jl6iqBxrgNjTQ8O2rMiJIoDxK6WL2Cvf7xBAxbJQ1RqVv1WqWbgzhDBk9WpttZlXG77HtKrOsvDhRaSqpoN7K-M5eoDRhW7pHV5DOR8LFSfDY033UsK59itB4htlHpIwudwCNewLvE0tJIf84Vj1Q901iREsAJxnbvvbhBOpi96CGcHhzovGLupbsd9yzioYwqcyTRYnTHd2eGfiBw0t2LkeORWWLXiEIbtVypHfcXiqX6Eg712PbNZwKuiUo5RSoBxhR0n6dtKYj9T_XK8s3oqlinGqq_hlme6u0C9oAUEOBaO36sVwnKtkgInVSlWAXu9CbCf3sO7SDlhvsiODLXPCbjwCEBSuyJYGnCmQQyYG0zC8IVu4u_u_rdDlT4nDeZytgiJvz3CnjuDHNmOVzgD8gD98kmh0bQMpv_u3_INJV_8pJiUFrDudH1SvZePRFRGEdZB5wbXzErS9EaL8984gqhYY-2cDsgOWZTWocx-Wc4ai_9q6aE1Pw9JqzRl3FyiScCECqxtmPMrPP1xkEIcfueBSWMO7nrt6C-gC4LGmfz6DflSmk-eNJNrkeDCNw7vf3OIjuUGBm7ZZYwbW7Q4w0LAwaCt3hJLewQ-pCqpRGE0uliJIdIHsDtiLKHpDxpwWjcdAliWRRNRTeLOSdcvSkMRg0R73PYDGsZ_AVFEjGo_lASth2LV3imnNgmeRo9_H2h7XBYTBq2nU6-ExpeLhPyURqiVZSiXArG-EHmQJZI22mOXjeIOT2DRAFhSR4L51HtBH_FDYK9zp0frnN8eER_uuSqFCAYGtF4bawc6GmL0gKel_j_mP-AlojNtinOdP1mqINTxcuS2Yf5QMYLJojJVKbyLtMFrKurvCddYHXEFIccg-t4pGW18Jsx0eksvsTZTYa2MUBsWfqkN2QhBxmSNnCq870l3Bya&xkcb=SoB7-_M3Lj7FkdxGlp0HbzkdCdPP&p=12&fvj=0&vjs=3
DATA ENGINEER,Data Engineer,AheadRace,"Hyderabad, Telangana","Any programming experience - preferably with one of: Python, C#, Javascript or T-SQL.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2125970c9cac27fe&fccid=b3debcd5c3112cd9&vjs=3
Data Engineer,Data Engineer,"SmarTek21, LLC","Chennai, Tamil Nadu","Ensuring compliance with data governance policies, data privacy regulations, and best practices for data management and security.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ae3b3ac461675fa6&fccid=545f304e598bd033&vjs=3
Data Engineer,Data Engineer,Transorg Analytics,"Gurgaon, Haryana","Integrate multiple data sources to create data lake/data mart Perform data ingestion and ETL processes using SQL, Scoop, Spark or Hive.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=580e0147c914adec&fccid=19210c040f6d1cde&vjs=3
Data Transmission Engineer,Data Engineer,InvestCloud,"Bengaluru, Karnataka","Requires strong communication skills to coordinate efforts for implementations with application stakeholders, clients, and data partners.",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1d9330b1badb501f&fccid=a51c8ec893395a61&vjs=3
GCP Data Engineer,Data Engineer,Hire IT People Inc,"Bengaluru, Karnataka","▪ Airflow preferredRequired Skills:▪ 4-5+ years of experience in Data Engineering▪ 1-2+ years of experience with Google Cloud (GCP) and services (BigQuery, etc)…",EmployerActive 19 days ago,"₹15,00,000 - ₹17,00,000 a year",2023-08-30,https://in.indeed.com/company/Hire-IT-People-Inc/jobs/Data-Engineer-6b0542eeb5a063b6?fccid=4a15e0320af4226d&vjs=3
Data Engineer – Power BI,Data Engineer,Intech Systems,"Makarba, Ahmedabad, Gujarat","Work with data and analytics experts to strive for greater functionality in our data systems.
Build the infrastructure required for optimal extraction,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5d22f71880029046&fccid=e3424efb1bd3997c&vjs=3
Azure Data Engineer,Data Engineer,Amazatic solutions,"Pune, Maharashtra",A data engineer will possess both programming and data management skills and can complete data projects from end to end where required.,EmployerActive 2 days ago,"₹20,00,000 a year",2023-08-30,https://in.indeed.com/company/Amazatic-Solutions/jobs/Data-Engineer-535ec752f139e865?fccid=86aa520f66376ed6&vjs=3
Machine Learning Engineer - India,Data Engineer,Branch International,Remote,"A deep understanding of using cloud computing infrastructure and data pipelines in production.
We’re looking for a motivated and versatile engineer who…",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f637d823923c75d1&fccid=693e4534a328a646&vjs=3
Data Engineer,Data Engineer,CivicDataLab,"Remote in Guwahati, Assam","At CivicDataLab, we are building robust data pipelines focusing on automated data scraping, data cleaning, data standardization, wrangling and munging.",PostedPosted 30+ days ago,"₹8,00,000 - ₹11,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=75f3e67bb35fe1b3&fccid=530951fa88ea1b22&vjs=3
Data Engineer,Data Engineer,KPIT Technologies GmbH,"Bengaluru, Karnataka","Act as advisor/mentor and helps junior data engineers in their deliverables.
Strong experience of design, implementation and fine-tuning big data processing…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3f32b65eda9d6233&fccid=01bb9926411ba157&vjs=3
Senior Data Engineer,Data Engineer,iMerit Technologies P LTD.,"Bengaluru, Karnataka","Sound knowledge of data and database fundamentals.
IMeritis a leading AI data solutions company providing high-quality data across computer vision, natural…",PostedPosted 30+ days ago,"₹30,00,000 - ₹50,00,000 a year",2023-08-30,https://in.indeed.com/company/iMerit-Technologies-P-LTD./jobs/Data-Engineer-766957895988dc85?fccid=eee0c0835f7130d1&vjs=3
Staff Engineer - DATA,Data Engineer,NextGen Healthcare,Remote,Developing data pipelines and build data repositories that will power NextGen’s analytics and insights solutions.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=62dda906a40195c1&fccid=d4be1913596002a5&vjs=3
Python – Data Engineer,Data Engineer,Innominds Software,"Bengaluru, Karnataka","Strong experience in Python (Django/Flask/Spark).
Solid skills in a relational database (Postgres, MySQL).
Knowledge of user authentication and authorization in…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9e0f41013e5ddfdd&fccid=407df82aba179de5&vjs=3
